,county,state,date,latitude,longitude,season,temperature_high,temperature_low,cloud_cover,precip_intensity,visibility,conditions,wind_speed,Precip Intensity Groups,Visibility Classification (mi),Cloud Cover Classification (%)
3179,Boone County,Kentucky,1994-07-15,38.90649,-84.67017,Summer,78.9,68.7,76.3,1.269,4.4,"Rain, Partially cloudy",10.9,heavy: 0.3 to 2,Light Haze: 2.48 to 6.21,Mostly Cloudy: 62.5 to 87.5
3181,Boone County,Kentucky,2011-09-15,39.08002,-84.79574,Fall,64.3,50.2,77.5,0.412,8.8,"Rain, Partially cloudy",21.6,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3182,Daviess County,Kentucky,2015-09-01,37.65522,-86.93743,Fall,91.1,68.4,33.3,0.0,8.9,Partially cloudy,6.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3185,Union Parish,Louisiana,1977-11-15,32.8057,-92.40895,Fall,72.9,44.9,62.1,0.0,7.7,Partially cloudy,12.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3190,Natchitoches Parish,Louisiana,1993-03-05,31.6498,-93.0887,Spring,60.0,38.0,10.0,0.0,6.8,Clear,11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3191,Livingston Parish,Louisiana,1997-01-04,30.509,-90.6763,Winter,76.5,68.4,98.3,0.0,9.5,Overcast,20.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3192,La Salle Parish,Louisiana,2000-04-05,31.6825,-92.3104,Spring,73.2,41.1,0.0,0.0,9.9,Clear,14.6,light: 0 to 0.1,Clear: 6.21 to 12.43,
3197,East Feliciana Parish,Louisiana,2001-01-28,30.96745,-91.0955,Winter,69.7,53.1,80.7,0.0,7.3,Partially cloudy,15.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3203,Grant Parish,Louisiana,2010-02-15,31.41787,-92.28034,Winter,50.0,28.7,7.9,0.0,9.9,Clear,15.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3204,Grant Parish,Louisiana,2017-01-21,31.368,-92.422,Winter,71.1,56.0,40.7,1.168,8.0,"Rain, Partially cloudy",12.1,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3205,La Salle Parish,Louisiana,2000-11-18,31.6825,-92.3104,Fall,42.9,37.1,95.0,0.448,7.9,"Rain, Overcast",12.8,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3207,Rapides Parish,Louisiana,1977-07-15,31.1375,-92.4976,Summer,94.5,74.7,52.3,0.0,6.6,Partially cloudy,13.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3208,Rapides Parish,Louisiana,1978-07-15,31.3799,-92.37835,Unknown,96.5,75.3,81.3,0.0,8.4,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3209,Rapides Parish,Louisiana,1980-10-15,31.40304,-92.46844,Fall,85.4,55.1,47.9,0.0,6.0,Partially cloudy,11.3,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
3210,Rapides Parish,Louisiana,1981-06-01,31.3058,-92.4054,Summer,87.4,66.0,59.7,0.019,6.2,"Rain, Partially cloudy",10.1,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
3212,Rapides Parish,Louisiana,2000-08-22,31.4676,-92.2508,Summer,97.9,72.0,16.3,0.063,7.2,Rain,21.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3213,Sabine Parish,Louisiana,2018-07-15,31.60641,-93.4991,Summer,93.4,75.3,23.8,0.0,9.9,Partially cloudy,6.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3214,Vernon Parish,Louisiana,1980-07-05,31.14195,-93.2952,Summer,97.1,74.9,17.5,0.0,6.8,Clear,5.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3216,Caddo Parish,Louisiana,1987-11-15,32.7817,-93.9467,Fall,71.3,62.0,97.2,1.309,7.5,"Rain, Overcast",17.8,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3219,Allen Parish,Louisiana,1980-11-15,30.8346,-92.64896,Fall,62.9,53.3,100.0,1.04,4.3,"Rain, Overcast",10.6,heavy: 0.3 to 2,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
3220,Hampshire County,Massachusetts,1998-04-02,42.32359,-72.43863,Spring,51.5,39.3,98.9,0.247,8.4,"Rain, Overcast",11.5,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3221,Franklin County,Massachusetts,2015-04-20,42.64809,-72.91994,Summer,49.1,40.5,81.0,0.181,8.8,"Rain, Partially cloudy",26.9,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3227,Montgomery County,Maryland,1994-08-15,39.21564,-77.4608,Summer,78.4,61.0,75.9,0.219,15.1,"Rain, Partially cloudy",9.8,moderate: 0.1 to 0.3,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
3230,Montgomery County,Maryland,2014-03-15,39.06392,-77.2948,Winter,62.6,46.7,43.9,0.0,9.9,Partially cloudy,21.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3231,Washington County,Maryland,1989-05-15,39.64819,-78.32549,Spring,60.2,52.8,94.7,0.677,1.9,"Rain, Overcast",8.9,heavy: 0.3 to 2,Haze: 1.24 to 2.48,Cloudy/Overcast: 87.5 to 100
3235,Berkshire County,Massachusetts,2015-09-05,42.7396,-73.21289,Summer,82.2,53.9,5.9,0.0,9.9,Clear,8.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3236,Berkshire County,Massachusetts,2015-09-11,42.07867,-73.38644,Fall,76.1,60.3,69.6,0.273,9.3,"Rain, Partially cloudy",10.4,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3238,Berkshire County,Massachusetts,2015-11-06,42.34607,-73.16418,Fall,69.9,59.2,66.2,0.01,9.6,"Rain, Partially cloudy",18.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3239,Berkshire County,Massachusetts,2016-02-28,42.08354,-73.47686,Winter,57.8,30.3,0.6,0.0,9.9,Clear,13.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3240,Berkshire County,Massachusetts,2016-04-30,42.63678,-73.16617,Spring,63.8,45.8,68.1,0.0,9.9,Partially cloudy,9.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3241,Bristol County,Massachusetts,2010-07-06,41.74419,-70.95906,Summer,98.8,69.0,10.6,0.0,9.3,Clear,9.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3243,Hampden County,Massachusetts,2000-10-01,42.12302,-72.89154,Fall,69.9,42.5,26.2,0.0,6.5,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3244,Hampden County,Massachusetts,2011-08-14,42.08179,-72.82665,Winter,70.0,64.7,98.0,0.491,7.7,"Rain, Overcast",9.5,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3245,Hampshire County,Massachusetts,2020-08-26,42.30283,-72.53766,Summer,75.3,55.1,18.4,0.0,9.9,Clear,17.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3246,Plymouth County,Massachusetts,1979-07-13,42.12697,-70.97559,Summer,92.8,69.9,21.7,0.0,5.9,Partially cloudy,13.8,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Sunny: 6.25 to 25
3247,Plymouth County,Massachusetts,2000-11-25,42.17865,-70.75587,Fall,33.1,18.0,61.6,0.0,5.0,Partially cloudy,9.6,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
3248,Plymouth County,Massachusetts,2009-11-17,41.83664,-70.89049,Spring,49.9,29.0,2.1,0.0,9.3,Clear,9.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3249,Plymouth County,Massachusetts,2013-06-25,42.09091,-71.42092,Summer,91.0,69.3,19.8,0.0,9.7,Clear,13.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3250,Plymouth County,Massachusetts,2015-04-09,41.85164,-70.95207,Spring,40.8,35.0,100.0,0.195,3.6,"Snow, Rain, Overcast",13.3,moderate: 0.1 to 0.3,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
3251,Ascension Parish,Louisiana,2000-10-23,30.1878,-90.8493,Fall,82.1,70.1,72.1,0.0,6.6,Partially cloudy,15.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3252,Garrett County,Maryland,2022-11-02,39.50071,-79.23683,Fall,65.7,46.4,41.9,0.008,6.6,"Rain, Partially cloudy",3.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3255,Dorchester County,Maryland,1999-04-15,38.63295,-75.80465,Spring,58.4,47.0,82.6,0.038,6.7,"Rain, Partially cloudy",10.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3260,Waldo County,Maine,2016-01-30,44.6908,-69.3614,Fall,35.7,23.0,73.8,0.004,9.5,"Snow, Rain, Partially cloudy",8.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3269,Hancock County,Maine,2020-11-12,44.78159,-68.2283,Fall,63.4,41.8,91.5,0.006,9.8,"Rain, Overcast",11.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3271,Oxford County,Maine,2016-07-26,45.04705,-70.99485,Summer,79.9,63.3,51.9,0.006,8.6,"Rain, Partially cloudy",10.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3272,Oxford County,Maine,2020-09-26,44.34113,-70.61507,Fall,77.3,44.5,26.6,0.0,8.4,Partially cloudy,11.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3273,Oxford County,Maine,2022-08-01,44.32852,-70.68238,Summer,86.0,60.1,15.1,0.0,9.9,Clear,7.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3274,Penobscot County,Maine,2020-10-19,45.04943,-68.63222,Fall,58.8,30.0,58.0,0.0,9.5,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3276,Anne Arundel County,Maryland,1972-08-15,39.01142,-76.53862,Summer,76.4,60.1,49.3,0.0,6.0,Partially cloudy,13.2,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
3281,Anne Arundel County,Maryland,2005-09-14,38.81639,-76.54514,Fall,83.3,74.2,72.6,0.038,9.2,"Rain, Partially cloudy",10.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3282,Anne Arundel County,Maryland,2008-05-01,39.11378,-76.811,Spring,64.3,41.9,53.8,0.01,8.5,"Rain, Partially cloudy",9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3283,Anne Arundel County,Maryland,2010-08-15,39.08414,-76.82731,Summer,76.8,71.9,96.1,0.222,9.1,"Rain, Overcast",9.2,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3285,Baltimore County,Maryland,2011-05-14,39.6946,-76.6691,Spring,62.2,57.3,99.9,0.043,5.0,"Rain, Overcast",8.6,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
3289,Harford County,Maryland,1993-09-15,39.67183,-76.34047,Fall,89.9,67.4,27.1,0.031,11.0,"Rain, Partially cloudy",13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3293,Washtenaw County,Michigan,1974-07-30,42.2375,-83.67,Summer,77.9,60.9,57.0,0.0,23.4,Partially cloudy,22.1,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
3295,Schoolcraft County,Michigan,1962-04-01,45.964,-86.1437,Spring,77.9,60.9,57.0,0.0,23.4,Partially cloudy,22.1,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
3298,Presque Isle County,Michigan,1967-05-17,45.40985,-83.85985,Spring,87.2,71.9,43.3,0.0,7.9,Partially cloudy,11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3299,Ottawa County,Michigan,1994-07-16,43.103,-86.075,Summer,78.2,57.8,60.2,0.0,10.4,Partially cloudy,11.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3301,Osceola County,Michigan,1989-11-01,43.857,-85.30701,Fall,42.2,30.8,93.9,0.119,7.1,"Snow, Rain, Overcast",19.7,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3302,Ontonagon County,Michigan,2002-07-20,46.87111,-89.31389,Summer,78.1,60.4,7.9,0.0,9.0,Clear,12.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3304,Muskegon County,Michigan,1979-07-15,43.4245,-86.353,Summer,83.9,62.0,44.8,0.0,12.6,Partially cloudy,11.4,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
3306,Montcalm County,Michigan,1986-09-01,43.45135,-85.12935,Summer,78.2,53.0,16.7,0.0,12.1,Clear,6.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3307,Montcalm County,Michigan,2002-06-12,43.235,-85.34194,Summer,75.0,61.8,80.1,0.0,6.9,Partially cloudy,14.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3308,Montcalm County,Michigan,2010-08-15,43.2725,-85.2515,Summer,84.2,68.1,39.2,0.0,9.5,Partially cloudy,16.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3309,Montcalm County,Michigan,2012-06-15,43.265,-84.94099,Summer,88.3,56.0,13.5,0.0,9.8,Clear,10.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3311,Montmorency County,Michigan,2009-06-15,45.0635,-83.9205,Summer,72.8,47.3,4.0,0.0,9.6,Clear,9.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3312,Montmorency County,Michigan,2010-07-26,44.94835,-84.165,Spring,82.4,56.6,9.4,0.0,9.9,Clear,6.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3313,Montmorency County,Michigan,2012-03-15,45.22039,-84.21035,Fall,66.5,42.7,23.9,0.0,8.5,Partially cloudy,6.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3315,Oceana County,Michigan,2000-06-15,43.5345,-86.29,Summer,71.9,60.2,45.4,0.0,9.9,Partially cloudy,19.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3316,Oceana County,Michigan,2011-07-15,43.674,-86.4565,Summer,80.9,63.1,35.6,0.0,9.9,Partially cloudy,10.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3319,Ogemaw County,Michigan,2003-11-17,44.36434,-84.05358,Fall,45.1,37.8,97.8,0.0,4.9,Overcast,13.9,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
3320,Ogemaw County,Michigan,2006-05-15,44.34035,-84.00156,Spring,60.1,49.1,98.7,0.0,9.9,Overcast,14.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3321,Ogemaw County,Michigan,2008-10-22,44.41835,-84.40335,Fall,47.3,18.6,0.0,0.0,9.9,Clear,10.6,light: 0 to 0.1,Clear: 6.21 to 12.43,
3322,Ogemaw County,Michigan,2016-09-06,44.48875,-83.88607,Summer,88.4,68.9,21.8,0.074,9.7,"Rain, Partially cloudy",12.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3323,Osceola County,Michigan,2009-05-04,44.1305,-85.2165,Spring,65.8,31.4,2.4,0.0,9.9,Clear,8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3326,Oscoda County,Michigan,1997-10-01,44.5256,-84.06493,Fall,53.6,29.9,15.5,0.0,9.9,Clear,11.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3328,Oscoda County,Michigan,2006-07-09,44.53665,-84.16389,Summer,84.4,64.0,44.3,0.151,9.4,"Rain, Partially cloudy",14.0,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3329,Oscoda County,Michigan,2008-10-12,44.76,-84.12485,Fall,76.3,46.8,0.3,0.0,9.9,Clear,6.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3331,Oscoda County,Michigan,2010-10-09,44.59665,-84.0415,Summer,64.1,43.6,0.0,0.0,9.9,Clear,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,
3333,Ottawa County,Michigan,2002-11-07,42.86361,-86.16861,Fall,51.7,28.1,41.3,0.0,9.7,Partially cloudy,27.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3334,Presque Isle County,Michigan,2003-07-15,45.351,-83.4885,Summer,71.2,57.2,56.7,0.512,7.1,"Rain, Partially cloudy",15.0,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3335,Roscommon County,Michigan,1980-08-12,44.4355,-84.7602,Summer,70.1,56.9,64.8,0.0,13.4,Partially cloudy,12.5,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Cloudy: 62.5 to 87.5
3336,Roscommon County,Michigan,1999-04-14,44.29188,-84.72922,Spring,65.0,28.1,0.0,0.0,9.9,Clear,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,
3337,Roscommon County,Michigan,2009-07-16,44.17335,-84.6,Fall,73.6,56.9,39.0,0.0,9.8,Partially cloudy,17.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3338,Roscommon County,Michigan,2011-11-14,44.398,-84.4445,Fall,50.6,35.2,47.2,0.0,9.9,Partially cloudy,12.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3339,Roscommon County,Michigan,2013-02-05,44.41775,-84.5914,Fall,22.9,-5.8,70.6,0.06,7.0,"Snow, Partially cloudy",15.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3341,Sanilac County,Michigan,2020-08-01,43.39116,-82.53918,Summer,81.7,72.1,32.2,0.002,9.2,"Rain, Partially cloudy",14.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3346,Schoolcraft County,Michigan,2006-07-11,45.9796,-86.0221,Summer,70.1,47.5,0.0,0.0,9.9,Clear,9.5,light: 0 to 0.1,Clear: 6.21 to 12.43,
3347,Schoolcraft County,Michigan,2007-06-01,46.159,-86.611,Summer,66.6,57.9,47.1,0.0,6.2,Partially cloudy,8.3,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
3348,Schoolcraft County,Michigan,2010-08-15,46.19183,-86.21193,Summer,74.7,63.5,48.9,0.017,9.6,"Rain, Partially cloudy",11.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3351,Tuscola County,Michigan,1999-02-15,43.41444,-83.18583,Winter,49.0,28.5,43.6,0.0,9.8,Partially cloudy,15.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3352,Washtenaw County,Michigan,1999-06-19,42.15965,-83.55718,Summer,73.5,49.8,9.7,0.0,9.7,Clear,12.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3353,Washtenaw County,Michigan,2001-02-15,42.285,-83.59014,Winter,33.1,26.4,96.8,0.014,9.9,"Snow, Rain, Overcast",11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3354,Washtenaw County,Michigan,2001-08-07,42.30472,-83.60472,Summer,95.3,72.9,25.8,0.013,9.5,"Rain, Partially cloudy",13.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3355,Washtenaw County,Michigan,2004-03-27,42.40611,-83.58,Spring,57.9,46.0,85.5,0.007,8.5,"Rain, Partially cloudy",11.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3356,Washtenaw County,Michigan,2004-08-31,42.36639,-83.86097,Summer,78.5,54.2,10.7,0.0,9.7,Clear,9.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3357,Washtenaw County,Michigan,2011-07-14,42.43235,-84.2915,Fall,79.5,52.6,20.4,0.0,9.9,Partially cloudy,6.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3365,Mackinac County,Michigan,1979-06-01,45.91515,-84.87524,Summer,62.9,52.7,77.2,0.073,11.6,"Rain, Partially cloudy",12.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3368,Lenawee County,Michigan,1977-05-15,41.93,-84.35389,Spring,77.9,45.6,20.5,0.0,15.7,Partially cloudy,12.0,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
3369,Leelanau County,Michigan,2013-09-02,44.83369,-85.72845,Summer,64.7,57.2,98.9,0.04,9.0,"Rain, Overcast",18.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3371,Keweenaw County,Michigan,2001-11-15,47.232,-88.16361,Fall,59.0,42.4,30.5,0.0,7.6,Partially cloudy,24.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3373,Kalkaska County,Michigan,2011-05-23,44.76665,-85.00165,Spring,71.6,52.3,84.6,0.155,9.7,"Rain, Partially cloudy",17.6,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3378,Kent County,Michigan,2008-10-06,43.21,-85.41,Fall,58.0,49.0,77.7,0.066,8.8,"Rain, Partially cloudy",13.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3379,Kent County,Michigan,2013-11-15,43.22,-85.68,Fall,49.0,38.9,57.8,0.0,9.9,Partially cloudy,12.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3381,Lenawee County,Michigan,1978-07-15,41.871,-84.2995,Summer,88.6,65.0,60.5,0.0,7.8,Partially cloudy,13.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3383,Lenawee County,Michigan,1995-06-01,41.80832,-84.20835,Spring,72.9,58.6,92.6,0.0,8.0,Overcast,9.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3389,Mackinac County,Michigan,2022-02-23,46.22113,-85.77517,Winter,14.0,3.3,87.6,0.008,7.9,"Snow, Partially cloudy",14.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3391,Manistee County,Michigan,1984-10-01,44.38367,-86.19037,Fall,62.0,32.1,17.2,0.0,13.7,Clear,9.2,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
3392,Manistee County,Michigan,1995-11-15,44.4887,-85.93575,Fall,33.0,16.6,79.9,0.0,9.8,Partially cloudy,18.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3393,Manistee County,Michigan,2009-11-15,44.22671,-86.10172,Winter,50.0,30.7,42.0,0.0,9.9,Partially cloudy,16.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3395,Manistee County,Michigan,2012-04-05,44.25533,-85.9222,Spring,44.9,30.6,7.6,0.0,9.9,Clear,16.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
3406,Mecosta County,Michigan,2012-05-14,43.577,-85.293,Spring,75.3,35.9,1.8,0.0,9.9,Clear,9.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
3408,Menominee County,Michigan,2013-07-13,45.7457,-87.87157,Summer,85.0,62.3,0.0,0.0,9.9,Clear,12.8,light: 0 to 0.1,Clear: 6.21 to 12.43,
3409,Menominee County,Michigan,2021-01-30,45.69347,-87.74364,Winter,28.8,13.1,87.9,0.0,8.2,Partially cloudy,12.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3411,Midland County,Michigan,1977-09-15,43.59611,-84.42722,Fall,62.0,46.1,67.5,0.079,10.6,"Rain, Partially cloudy",17.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
3412,Midland County,Michigan,1997-11-15,43.74,-84.58583,Fall,29.2,20.0,100.0,0.047,7.7,"Snow, Overcast",10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3416,Kalamazoo County,Michigan,1974-03-15,42.225,-85.6885,Spring,42.6,25.8,100.0,0.07,6.6,"Rain, Overcast",11.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
3421,Ionia County,Michigan,1983-08-15,43.1095,-84.9825,Fall,82.6,63.0,42.5,0.0,9.7,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
3422,Huron County,Michigan,1965-07-15,43.94111,-83.27139,Summer,82.6,63.0,42.5,0.0,9.7,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
